| min_x | final_x | max_x | max_abs_x | min_y | final_y | max_y | max_abs_y |
| -22 | 32 | 69 | 69 | -30 | 12 | 50 | 50 |
| -69 | -46 | 15 | 69 | -5 | 50 | 72 | 72 |
| -105 | -98 | 27 | 105 | -82 | -74 | 47 | 82 |
| -1 | 140 | 145 | 145 | -31 | 30 | 57 | 57 |
| -93 | -11 | 17 | 93 | -22 | 13 | 66 | 66 |
| -92 | -21 | 4 | 92 | -140 | -99 | 18 | 140 |
| -80 | -17 | 37 | 80 | -100 | -75 | 28 | 100 |
| -18 | 68 | 80 | 80 | -39 | -12 | 17 | 39 |
| -30 | 30 | 46 | 46 | -30 | 62 | 97 | 97 |
| -97 | -90 | 3 | 97 | -144 | -98 | 18 | 144 |
| -44 | 80 | 104 | 104 | -32 | 88 | 102 | 102 |
| -104 | -102 | 33 | 104 | -18 | 74 | 105 | 105 |
| -84 | -34 | 40 | 84 | -18 | 16 | 73 | 73 |
| -28 | 38 | 65 | 65 | -52 | -20 | 107 | 107 |
| -2 | 89 | 111 | 111 | -80 | -79 | 17 | 80 |
| -59 | -25 | 39 | 59 | -50 | -45 | 85 | 85 |
| -2 | 59 | 121 | 121 | -92 | -37 | 12 | 92 |
| -30 | 28 | 86 | 86 | -74 | 30 | 43 | 74 |
| -88 | -69 | 23 | 88 | -145 | -127 | 12 | 145 |
| -35 | -14 | 43 | 43 | -55 | -18 | 29 | 55 |
| -1 | 66 | 107 | 107 | -58 | -40 | 34 | 58 |
| -157 | -138 | 5 | 157 | -61 | -2 | 52 | 61 |
| -68 | -34 | 28 | 68 | -47 | -22 | 23 | 47 |
| -108 | -107 | 73 | 108 | -2 | 181 | 187 | 187 |
| -60 | -53 | 27 | 60 | -93 | -75 | 20 | 93 |
| -170 | -156 | 22 | 170 | -49 | 156 | 156 | 156 |
| -23 | -3 | 30 | 30 | -14 | 69 | 103 | 103 |
| -58 | 8 | 45 | 58 | -114 | -102 | 22 | 114 |
| -94 | -82 | 14 | 94 | -32 | 64 | 114 | 114 |
| -134 | -128 | 58 | 134 | -51 | 26 | 55 | 55 |
| -36 | -7 | 15 | 36 | -4 | 127 | 156 | 156 |
| -42 | 67 | 74 | 74 | -38 | 49 | 77 | 77 |
| -126 | -84 | 15 | 126 | -64 | -44 | 33 | 64 |
| -44 | 24 | 35 | 44 | -39 | 108 | 118 | 118 |
| -54 | -21 | 79 | 79 | -2 | 141 | 164 | 164 |
| -107 | -80 | 2 | 107 | -50 | -24 | 34 | 50 |
| -62 | -41 | 27 | 62 | 1 | 49 | 112 | 112 |
| -27 | 36 | 57 | 57 | -40 | 36 | 58 | 58 |
| -11 | 111 | 133 | 133 | -19 | 33 | 57 | 57 |
| -105 | -80 | 35 | 105 | -21 | 86 | 106 | 106 |
| -58 | 7 | 33 | 58 | -12 | 47 | 58 | 58 |
| -14 | 55 | 71 | 71 | -5 | 103 | 155 | 155 |
| -85 | -43 | 63 | 85 | -9 | 105 | 117 | 117 |
| -92 | -77 | 14 | 92 | -10 | 103 | 128 | 128 |
| -40 | -20 | 33 | 40 | -65 | 6 | 48 | 65 |
| -131 | -118 | 32 | 131 | -3 | 250 | 250 | 250 |
| -125 | -19 | 2 | 125 | -36 | -1 | 38 | 38 |
| -86 | -86 | 43 | 86 | -60 | -18 | 58 | 60 |
| -48 | -5 | 24 | 48 | -102 | -83 | 28 | 102 |
| -124 | -119 | 2 | 124 | -84 | -43 | 41 | 84 |
| -155 | -125 | 2 | 155 | -27 | -17 | 55 | 55 |
| -71 | -43 | 28 | 71 | -11 | 87 | 123 | 123 |
| -96 | -52 | 25 | 96 | -94 | -64 | 30 | 94 |
| -6 | 40 | 78 | 78 | -74 | -48 | 23 | 74 |
| -9 | 27 | 69 | 69 | -94 | -81 | 25 | 94 |
| -24 | 81 | 88 | 88 | -20 | 35 | 47 | 47 |
| -27 | 73 | 80 | 80 | -16 | 79 | 123 | 123 |
| -5 | 14 | 79 | 79 | -23 | -6 | 67 | 67 |
| -119 | -35 | 24 | 119 | -179 | -83 | 3 | 179 |
| -70 | 17 | 37 | 70 | -208 | -157 | 12 | 208 |
| -21 | 173 | 173 | 173 | -137 | -107 | 33 | 137 |
| -43 | 40 | 52 | 52 | -76 | -40 | 25 | 76 |
| -51 | 50 | 66 | 66 | -71 | -24 | 13 | 71 |
| -54 | -29 | 47 | 54 | -59 | -3 | 22 | 59 |
| -88 | -59 | 21 | 88 | -80 | -59 | 23 | 80 |
| -7 | 59 | 111 | 111 | -4 | 39 | 86 | 86 |
| -61 | -45 | 8 | 61 | -46 | -31 | 52 | 52 |
| -102 | -98 | 2 | 102 | -115 | -108 | 11 | 115 |
| -127 | -70 | 13 | 127 | -181 | -174 | 9 | 181 |
| -9 | 113 | 117 | 117 | -21 | 17 | 115 | 115 |
| -115 | -95 | 35 | 115 | -51 | -27 | 65 | 65 |
| -58 | 8 | 63 | 63 | -16 | 88 | 88 | 88 |
| -84 | -83 | 45 | 84 | 0 | 153 | 153 | 153 |
| -49 | 51 | 62 | 62 | -13 | 93 | 115 | 115 |
| -6 | 89 | 117 | 117 | -103 | 55 | 75 | 103 |
| -98 | -36 | 2 | 98 | -43 | 24 | 34 | 43 |
| -22 | 108 | 133 | 133 | -115 | -114 | 22 | 115 |
| -65 | -20 | 40 | 65 | -49 | 26 | 53 | 53 |
| -47 | 20 | 33 | 47 | -8 | 66 | 91 | 91 |
| -8 | 14 | 50 | 50 | -20 | 18 | 121 | 121 |
| -62 | -53 | 3 | 62 | -103 | -93 | 17 | 103 |
| -85 | -55 | 8 | 85 | -91 | 23 | 27 | 91 |
| -89 | -85 | 11 | 89 | -52 | -9 | 44 | 52 |
| -55 | 68 | 114 | 114 | -27 | 72 | 89 | 89 |
| -151 | -117 | 23 | 151 | -86 | -33 | 31 | 86 |
| -26 | -16 | 49 | 49 | -33 | -8 | 67 | 67 |
| -2 | 128 | 143 | 143 | -221 | -218 | 0 | 221 |
| -47 | -14 | 35 | 47 | -75 | -66 | 40 | 75 |
| 0 | 57 | 83 | 83 | -105 | -99 | 57 | 105 |
| -36 | 104 | 127 | 127 | -68 | -66 | 10 | 68 |
| -55 | -6 | 19 | 55 | -106 | -70 | 46 | 106 |
| -20 | 43 | 70 | 70 | -117 | -81 | 19 | 117 |
| -8 | 62 | 106 | 106 | -18 | 140 | 146 | 146 |
| -86 | -20 | 10 | 86 | -72 | -36 | 27 | 72 |
| -24 | 2 | 67 | 67 | -5 | -2 | 70 | 70 |
| -148 | -132 | 30 | 148 | -12 | 56 | 89 | 89 |
| -16 | 91 | 127 | 127 | -86 | -51 | 19 | 86 |
| -46 | 13 | 66 | 66 | -141 | -141 | 63 | 141 |
| -82 | -75 | 5 | 82 | -17 | 89 | 98 | 98 |
| -139 | -136 | 13 | 139 | -12 | 22 | 64 | 64 |
| -17 | 54 | 93 | 93 | -61 | -22 | 17 | 61 |
| -34 | -29 | 57 | 57 | -14 | 75 | 88 | 88 |
| -24 | 53 | 64 | 64 | -17 | -7 | 59 | 59 |
| -110 | -5 | 25 | 110 | -59 | -3 | 27 | 59 |
| -24 | 29 | 67 | 67 | -13 | 23 | 55 | 55 |
| -28 | 49 | 59 | 59 | -8 | 53 | 88 | 88 |
| -71 | -62 | 52 | 71 | -126 | -86 | 8 | 126 |
| -2 | 172 | 186 | 186 | -7 | 24 | 113 | 113 |
| -102 | -62 | 23 | 102 | -83 | -76 | 12 | 83 |
| -17 | 80 | 85 | 85 | -149 | -128 | 5 | 149 |
| -5 | 107 | 122 | 122 | -21 | 43 | 57 | 57 |
| -34 | 3 | 40 | 40 | -13 | -7 | 44 | 44 |
| -155 | -150 | 3 | 155 | -72 | -22 | 3 | 72 |
| -23 | 59 | 76 | 76 | -48 | -5 | 17 | 48 |
| -15 | 27 | 68 | 68 | -7 | 61 | 126 | 126 |
| -91 | -59 | 14 | 91 | -77 | -29 | 9 | 77 |
| -49 | 14 | 58 | 58 | -9 | 94 | 109 | 109 |
| -89 | -36 | 7 | 89 | -104 | -90 | 31 | 104 |
| -28 | 46 | 73 | 73 | -122 | -90 | 15 | 122 |
| -91 | -68 | 11 | 91 | -78 | -38 | 4 | 78 |
| -103 | -55 | 3 | 103 | -2 | 147 | 183 | 183 |
| -52 | -3 | 44 | 52 | -5 | 5 | 108 | 108 |
| -68 | -52 | 21 | 68 | -54 | -16 | 37 | 54 |
| -23 | 27 | 63 | 63 | -83 | -65 | 9 | 83 |
| -104 | -73 | 18 | 104 | -16 | 17 | 49 | 49 |
| -4 | 69 | 80 | 80 | -159 | -157 | 33 | 159 |
| -49 | 46 | 52 | 52 | -8 | 24 | 70 | 70 |
| -52 | 58 | 90 | 90 | -31 | -14 | 42 | 42 |
| -22 | 9 | 78 | 78 | -5 | 59 | 63 | 63 |
| -106 | -98 | 24 | 106 | -38 | 20 | 50 | 50 |
| -135 | -128 | -1 | 135 | -16 | 20 | 75 | 75 |
| -1 | 41 | 83 | 83 | -34 | -9 | 79 | 79 |
| -31 | 22 | 76 | 76 | -10 | 16 | 81 | 81 |
| -16 | 77 | 89 | 89 | -77 | -69 | 41 | 77 |
| -57 | -16 | 20 | 57 | -9 | 180 | 194 | 194 |
| -21 | 42 | 86 | 86 | -24 | 30 | 82 | 82 |
| -34 | -13 | 26 | 34 | -100 | -99 | 59 | 100 |
| -101 | -37 | 47 | 101 | -12 | 93 | 133 | 133 |
| -133 | -133 | 22 | 133 | -74 | -39 | 31 | 74 |
| -15 | 21 | 55 | 55 | -8 | 63 | 81 | 81 |
| -31 | 38 | 98 | 98 | -36 | 90 | 113 | 113 |
| -52 | -27 | 21 | 52 | -93 | -83 | 1 | 93 |
| -116 | -104 | 63 | 116 | -23 | 96 | 108 | 108 |
| -101 | -74 | 13 | 101 | -12 | 48 | 95 | 95 |
| -3 | 106 | 129 | 129 | -186 | -160 | 1 | 186 |
| -57 | 30 | 67 | 67 | -32 | 130 | 167 | 167 |
| -49 | -21 | 59 | 59 | -140 | -133 | 15 | 140 |
| -42 | -23 | 33 | 42 | -30 | 17 | 46 | 46 |
| -61 | 80 | 95 | 95 | -10 | 36 | 65 | 65 |
| -62 | 13 | 50 | 62 | -18 | 103 | 113 | 113 |
| -100 | -95 | 5 | 100 | -165 | -159 | 2 | 165 |
| -51 | -14 | 38 | 51 | -11 | 104 | 106 | 106 |
| -78 | -52 | 4 | 78 | -72 | 12 | 27 | 72 |
| 0 | 46 | 82 | 82 | -90 | -84 | 21 | 90 |
| -31 | -9 | 41 | 41 | -98 | -71 | 12 | 98 |
| -24 | 50 | 57 | 57 | -59 | -54 | 30 | 59 |
| -45 | 17 | 26 | 45 | -78 | 9 | 12 | 78 |
| -122 | -100 | 3 | 122 | -57 | -22 | 42 | 57 |
| -42 | 62 | 65 | 65 | -106 | 24 | 35 | 106 |
| -34 | -25 | 124 | 124 | -113 | -73 | 2 | 113 |
| -38 | 7 | 34 | 38 | -36 | -15 | 35 | 36 |
| -228 | -208 | 8 | 228 | -19 | 62 | 89 | 89 |
| -10 | 101 | 111 | 111 | -7 | 35 | 63 | 63 |
| -12 | 70 | 89 | 89 | -42 | 4 | 46 | 46 |
| -110 | -73 | 21 | 110 | -26 | 19 | 88 | 88 |
| -27 | 30 | 53 | 53 | -193 | -182 | 4 | 193 |
| -137 | -38 | 7 | 137 | -48 | 34 | 74 | 74 |
| -25 | 58 | 73 | 73 | -117 | -100 | 10 | 117 |
| -5 | 98 | 123 | 123 | -73 | 0 | 29 | 73 |
| -118 | -118 | 32 | 118 | 0 | 118 | 188 | 188 |
| -89 | -39 | 4 | 89 | -104 | -51 | 47 | 104 |
| -71 | -20 | 16 | 71 | -37 | 70 | 70 | 70 |
| -17 | -10 | 42 | 42 | -99 | -54 | 28 | 99 |
| -19 | 13 | 83 | 83 | 0 | 39 | 63 | 63 |
| -76 | 44 | 54 | 76 | -15 | 116 | 126 | 126 |
| -2 | 72 | 111 | 111 | -61 | -16 | 9 | 61 |
| -64 | 56 | 63 | 64 | -79 | -68 | 50 | 79 |
| -52 | -6 | 50 | 52 | -38 | -36 | 54 | 54 |
| -199 | -185 | 6 | 199 | -90 | -69 | 5 | 90 |
| -42 | -35 | 58 | 58 | -40 | 45 | 52 | 52 |
| -101 | -99 | 68 | 101 | -29 | -7 | 62 | 62 |
| -9 | 32 | 110 | 110 | -35 | 118 | 128 | 128 |
| -62 | -25 | 12 | 62 | -76 | -65 | 12 | 76 |
| -26 | 203 | 208 | 208 | -95 | -71 | 15 | 95 |
| -77 | -61 | 48 | 77 | -89 | -67 | 34 | 89 |
| -83 | -51 | 42 | 83 | -88 | -35 | 30 | 88 |
| -24 | 29 | 46 | 46 | -73 | 19 | 34 | 73 |
| -49 | -40 | 24 | 49 | -55 | 0 | 43 | 55 |
| -87 | -84 | 35 | 87 | -23 | 32 | 74 | 74 |
| -53 | 2 | 28 | 53 | -152 | -140 | 1 | 152 |
| -106 | -90 | 25 | 106 | -8 | 38 | 65 | 65 |
| -112 | -94 | 20 | 112 | -75 | 16 | 16 | 75 |
| -77 | -22 | 4 | 77 | -43 | -10 | 41 | 43 |
| -35 | 106 | 110 | 110 | -8 | 38 | 64 | 64 |
| -167 | -137 | 10 | 167 | -63 | 3 | 50 | 63 |
| -22 | 17 | 56 | 56 | -31 | -11 | 78 | 78 |
| -115 | -104 | 13 | 115 | -80 | -46 | 1 | 80 |
| -53 | -26 | 24 | 53 | -39 | 6 | 56 | 56 |
| -24 | 23 | 82 | 82 | -93 | -13 | 21 | 93 |
| -13 | 15 | 51 | 51 | -33 | 103 | 106 | 106 |
| -26 | 33 | 45 | 45 | -74 | -47 | 33 | 74 |
| -19 | 25 | 46 | 46 | -4 | 47 | 116 | 116 |
| -8 | 105 | 126 | 126 | -10 | 177 | 180 | 180 |
| -5 | 80 | 86 | 86 | -74 | -50 | 19 | 74 |
| -52 | 70 | 89 | 89 | -41 | -18 | 48 | 48 |
| -10 | 49 | 72 | 72 | -4 | 13 | 97 | 97 |
| -56 | -54 | 14 | 56 | -99 | -30 | 18 | 99 |
| -119 | -70 | 12 | 119 | -35 | 2 | 54 | 54 |
| -31 | 110 | 112 | 112 | -56 | -42 | 57 | 57 |
| -83 | 53 | 54 | 83 | -40 | -19 | 77 | 77 |
| -48 | 71 | 90 | 90 | -14 | 11 | 43 | 43 |
| -35 | 12 | 30 | 35 | -83 | -78 | 33 | 83 |
| -47 | -15 | 35 | 47 | -29 | 35 | 73 | 73 |
| -88 | 5 | 30 | 88 | -53 | 127 | 132 | 132 |
| -15 | 16 | 128 | 128 | -63 | -26 | 33 | 63 |
| 0 | 149 | 158 | 158 | -34 | 45 | 100 | 100 |
| -27 | 25 | 95 | 95 | -16 | 47 | 97 | 97 |
| -82 | -68 | 6 | 82 | -37 | 22 | 34 | 37 |
| -15 | 68 | 81 | 81 | -41 | 20 | 23 | 41 |
| -45 | 34 | 60 | 60 | -96 | -38 | 4 | 96 |
| -30 | -4 | 74 | 74 | -20 | 76 | 115 | 115 |
| -64 | -64 | 9 | 64 | -69 | 48 | 53 | 69 |
| -125 | -107 | 10 | 125 | -46 | -3 | 46 | 46 |
| -72 | 35 | 42 | 72 | -102 | -67 | 20 | 102 |
| -54 | -13 | 32 | 54 | -93 | -83 | 5 | 93 |
| -69 | -58 | 31 | 69 | -36 | 128 | 129 | 129 |
| -14 | 86 | 102 | 102 | -169 | -142 | 3 | 169 |
| -105 | -79 | 1 | 105 | -11 | 67 | 95 | 95 |
| -60 | -60 | 24 | 60 | -73 | 6 | 29 | 73 |
| -28 | 66 | 91 | 91 | -88 | -52 | 3 | 88 |
| -75 | -9 | 33 | 75 | -43 | -13 | 41 | 43 |
| -9 | 78 | 113 | 113 | -44 | -40 | 119 | 119 |
| -11 | 35 | 95 | 95 | -2 | 105 | 106 | 106 |
| 0 | 67 | 118 | 118 | -165 | -147 | 31 | 165 |
| -71 | 7 | 34 | 71 | -23 | 35 | 71 | 71 |
| -116 | -114 | 33 | 116 | -39 | 30 | 37 | 39 |
| -24 | 42 | 46 | 46 | -272 | -244 | 10 | 272 |
| -3 | 93 | 119 | 119 | -33 | 105 | 111 | 111 |
| -101 | -98 | 18 | 101 | -68 | -54 | 59 | 68 |
| -76 | -23 | 21 | 76 | -223 | -217 | 18 | 223 |
| -25 | 6 | 46 | 46 | -69 | -48 | 21 | 69 |
| -22 | 47 | 69 | 69 | -14 | 31 | 61 | 61 |
| -39 | 10 | 42 | 42 | -3 | 72 | 88 | 88 |
| -191 | -146 | 3 | 191 | -52 | 22 | 46 | 52 |
| -73 | 5 | 12 | 73 | -37 | 61 | 96 | 96 |
| 0 | 75 | 114 | 114 | -98 | -79 | 11 | 98 |
| -154 | -146 | 12 | 154 | -84 | -78 | 12 | 84 |
| -17 | 69 | 91 | 91 | -47 | -5 | 45 | 47 |
| -1 | 179 | 187 | 187 | -30 | 1 | 60 | 60 |
| -38 | -18 | 18 | 38 | -59 | 0 | 21 | 59 |
| -13 | 3 | 108 | 108 | -28 | 31 | 63 | 63 |
| -21 | 56 | 155 | 155 | -15 | 90 | 117 | 117 |
| -46 | 121 | 124 | 124 | -25 | 47 | 87 | 87 |
| -120 | -81 | 6 | 120 | -60 | -53 | 3 | 60 |
| -35 | -25 | 50 | 50 | -42 | -21 | 41 | 42 |
| -78 | -39 | 9 | 78 | -30 | 9 | 70 | 70 |
| -44 | -43 | 20 | 44 | -111 | -31 | 2 | 111 |
| -30 | 23 | 68 | 68 | -32 | 9 | 45 | 45 |
| -66 | 42 | 52 | 66 | -7 | 96 | 104 | 104 |
| -2 | 148 | 166 | 166 | -3 | 100 | 102 | 102 |
| -38 | -33 | 91 | 91 | -115 | -91 | 15 | 115 |
| -66 | -20 | 13 | 66 | -56 | -42 | 12 | 56 |
| -141 | -127 | 14 | 141 | -66 | 45 | 85 | 85 |
| -92 | 1 | 20 | 92 | -17 | -3 | 87 | 87 |
| -9 | 126 | 133 | 133 | -58 | -32 | 11 | 58 |
| -87 | -75 | 19 | 87 | -117 | -113 | 30 | 117 |
| -33 | 41 | 57 | 57 | -34 | 59 | 81 | 81 |
| -200 | -175 | 4 | 200 | -89 | 7 | 22 | 89 |
| -27 | 12 | 57 | 57 | -41 | 12 | 13 | 41 |
| -6 | 146 | 149 | 149 | -21 | 56 | 91 | 91 |
| -5 | 60 | 78 | 78 | -37 | 56 | 74 | 74 |
| -83 | 22 | 34 | 83 | -13 | 40 | 62 | 62 |
| -115 | -67 | 8 | 115 | -177 | -167 | 2 | 177 |
| -122 | -77 | 0 | 122 | -81 | -45 | 48 | 81 |
| -126 | -77 | 8 | 126 | -141 | -121 | 34 | 141 |
| -46 | -23 | 16 | 46 | -29 | -5 | 38 | 38 |
| -42 | -29 | 49 | 49 | -52 | -1 | 17 | 52 |
| -32 | 18 | 84 | 84 | -149 | -140 | 20 | 149 |
| -56 | -52 | 17 | 56 | -90 | -70 | 3 | 90 |
| -61 | -61 | 76 | 76 | -84 | -79 | 26 | 84 |
| -47 | 9 | 41 | 47 | -19 | 83 | 90 | 90 |
| -30 | 73 | 77 | 77 | -4 | 81 | 120 | 120 |
| -8 | 105 | 111 | 111 | 0 | 203 | 209 | 209 |
| -58 | -40 | 46 | 58 | -43 | -32 | 49 | 49 |
| -58 | 69 | 76 | 76 | -3 | 135 | 157 | 157 |
| -126 | -125 | 11 | 126 | -41 | -27 | 44 | 44 |
| -81 | -60 | 8 | 81 | -36 | 58 | 76 | 76 |
| -125 | -51 | 9 | 125 | -12 | 117 | 133 | 133 |
| -63 | 71 | 71 | 71 | -141 | -85 | 36 | 141 |
| -120 | -80 | -1 | 120 | -96 | -74 | 36 | 96 |
| -9 | 100 | 112 | 112 | -46 | 78 | 94 | 94 |
| -63 | -10 | 2 | 63 | -142 | -140 | 23 | 142 |
| -81 | -6 | 3 | 81 | -111 | -84 | 24 | 111 |
| -2 | 112 | 164 | 164 | -58 | 54 | 56 | 58 |
| -76 | -20 | 17 | 76 | -39 | 102 | 104 | 104 |
| -32 | 79 | 79 | 79 | -123 | -15 | 3 | 123 |
| -24 | 65 | 86 | 86 | -85 | -51 | 8 | 85 |
| -106 | -84 | 2 | 106 | -206 | -204 | 4 | 206 |
| -2 | 31 | 132 | 132 | -41 | 71 | 77 | 77 |
| -100 | -13 | 8 | 100 | -87 | -33 | 13 | 87 |
| -34 | -3 | 64 | 64 | -9 | 73 | 112 | 112 |
| -92 | -46 | 6 | 92 | -25 | 54 | 134 | 134 |
| -32 | 52 | 93 | 93 | -32 | -28 | 34 | 34 |
| -8 | 19 | 61 | 61 | -65 | -1 | 55 | 65 |
| -79 | 33 | 36 | 79 | -5 | 133 | 152 | 152 |
| -35 | -2 | 17 | 35 | -49 | 10 | 16 | 49 |
| -13 | 166 | 169 | 169 | -15 | 80 | 85 | 85 |
| -41 | -12 | 54 | 54 | -53 | 96 | 99 | 99 |
| -120 | -118 | 1 | 120 | -92 | -74 | 0 | 92 |
| -140 | -104 | 36 | 140 | -35 | -24 | 88 | 88 |
| -40 | 6 | 24 | 40 | -29 | 82 | 98 | 98 |
| -105 | -72 | 26 | 105 | -17 | 74 | 93 | 93 |
| -116 | -93 | 19 | 116 | -42 | 53 | 73 | 73 |
| -80 | -75 | 14 | 80 | -106 | -31 | 59 | 106 |
| -41 | 64 | 75 | 75 | -65 | 46 | 78 | 78 |
| -94 | -87 | 30 | 94 | -162 | -157 | 0 | 162 |
| -110 | -76 | 4 | 110 | -11 | 32 | 75 | 75 |
| -33 | -5 | 48 | 48 | -85 | -71 | 47 | 85 |
| -16 | 1 | 84 | 84 | -94 | -39 | 9 | 94 |
| -45 | -31 | 39 | 45 | -8 | 45 | 82 | 82 |
| -93 | -89 | 27 | 93 | -60 | -7 | 7 | 60 |
| -49 | -37 | 31 | 49 | -160 | -157 | 11 | 160 |
| -19 | -11 | 68 | 68 | -18 | 7 | 47 | 47 |
| -33 | -31 | 36 | 36 | -27 | -21 | 80 | 80 |
| -31 | -22 | 45 | 45 | -37 | 82 | 83 | 83 |
| -144 | -119 | 20 | 144 | -82 | -25 | 19 | 82 |
| -19 | 38 | 80 | 80 | -2 | 40 | 101 | 101 |
| -18 | 157 | 160 | 160 | -84 | -61 | 22 | 84 |
| -121 | -99 | 1 | 121 | -9 | 57 | 80 | 80 |
| -107 | -54 | 9 | 107 | -33 | 44 | 44 | 44 |
| -73 | -69 | 37 | 73 | -30 | -19 | 39 | 39 |
| -79 | -54 | 2 | 79 | -26 | -18 | 62 | 62 |
| -69 | -11 | 23 | 69 | -72 | -67 | 27 | 72 |
| -120 | -102 | 20 | 120 | -111 | -30 | 1 | 111 |
| -24 | 31 | 75 | 75 | -72 | -39 | 11 | 72 |
| -97 | -75 | 20 | 97 | -68 | -49 | 51 | 68 |
| -21 | 7 | 67 | 67 | -21 | 81 | 119 | 119 |
| -122 | -92 | 35 | 122 | -46 | 36 | 39 | 46 |
| -64 | -38 | 61 | 64 | -22 | -18 | 48 | 48 |
| -34 | -14 | 48 | 48 | -159 | -92 | 1 | 159 |
| -127 | -127 | 3 | 127 | -2 | 43 | 69 | 69 |
| -104 | -100 | 7 | 104 | -7 | 86 | 97 | 97 |
| -7 | 224 | 224 | 224 | -80 | -52 | 26 | 80 |
| -4 | 64 | 75 | 75 | -94 | -74 | 40 | 94 |
| -67 | -41 | 12 | 67 | -91 | -85 | -1 | 91 |
| -32 | -8 | 29 | 32 | -45 | 12 | 38 | 45 |
| -158 | -156 | 21 | 158 | -23 | -2 | 50 | 50 |
| -13 | -13 | 84 | 84 | -111 | -59 | 13 | 111 |
| -48 | -24 | 72 | 72 | -3 | 74 | 87 | 87 |
| -69 | -62 | 37 | 69 | -180 | -164 | 34 | 180 |
| -39 | 3 | 73 | 73 | -206 | -185 | 34 | 206 |
| -71 | 20 | 32 | 71 | -39 | -32 | 32 | 39 |
| -27 | 48 | 49 | 49 | -8 | 90 | 138 | 138 |
| -2 | 66 | 85 | 85 | -185 | -180 | 2 | 185 |
| -13 | 41 | 78 | 78 | -46 | 95 | 95 | 95 |
| -50 | -44 | 56 | 56 | -49 | -46 | 28 | 49 |
| -98 | 40 | 53 | 98 | -46 | -10 | 51 | 51 |
| -24 | 52 | 66 | 66 | -1 | 80 | 103 | 103 |
| -27 | -23 | 77 | 77 | -126 | -107 | 8 | 126 |
| -30 | 69 | 69 | 69 | -47 | 27 | 58 | 58 |
| -45 | -31 | 49 | 49 | -18 | 41 | 110 | 110 |
| -14 | 16 | 63 | 63 | 0 | 170 | 215 | 215 |
| -42 | -14 | 65 | 65 | -137 | -116 | 5 | 137 |
| -123 | -110 | 20 | 123 | -82 | -82 | 7 | 82 |
| -26 | 14 | 46 | 46 | -37 | 66 | 93 | 93 |
| -3 | 57 | 80 | 80 | -10 | 21 | 77 | 77 |
| -57 | 109 | 110 | 110 | -100 | -81 | 17 | 100 |
| -87 | 33 | 43 | 87 | -33 | 7 | 26 | 33 |
| -94 | -57 | 17 | 94 | -17 | 39 | 77 | 77 |
| -49 | 19 | 58 | 58 | -75 | -9 | 39 | 75 |
| -26 | 51 | 100 | 100 | -78 | -61 | 11 | 78 |
| -12 | 18 | 94 | 94 | -81 | -60 | 15 | 81 |
| -66 | 27 | 44 | 66 | -63 | -43 | 42 | 63 |
| -12 | 137 | 147 | 147 | -21 | -7 | 74 | 74 |
| -109 | -9 | 35 | 109 | -25 | 11 | 31 | 31 |
| -78 | -66 | 48 | 78 | -108 | -64 | 27 | 108 |
| -40 | 50 | 63 | 63 | -48 | 40 | 75 | 75 |
| -41 | 102 | 113 | 113 | -88 | -52 | 9 | 88 |
| -117 | -106 | 46 | 117 | -19 | 50 | 54 | 54 |
| -5 | 153 | 169 | 169 | -4 | 99 | 143 | 143 |
| -104 | -102 | 35 | 104 | -155 | -82 | 33 | 155 |
| -110 | -107 | 18 | 110 | -5 | 123 | 135 | 135 |
| -74 | -7 | 34 | 74 | -26 | 37 | 62 | 62 |
| -54 | 11 | 47 | 54 | -12 | 43 | 108 | 108 |
| -21 | 129 | 133 | 133 | -88 | -13 | 7 | 88 |
| -134 | -101 | 3 | 134 | -117 | -81 | 27 | 117 |
| -84 | -24 | 22 | 84 | -26 | -6 | 53 | 53 |
| -9 | 40 | 89 | 89 | -39 | 18 | 26 | 39 |
| -58 | -37 | 2 | 58 | -165 | -131 | 8 | 165 |
| -31 | 111 | 126 | 126 | -153 | -149 | 14 | 153 |
| -6 | 25 | 94 | 94 | -43 | -3 | 32 | 43 |
| -36 | 99 | 105 | 105 | -4 | 105 | 111 | 111 |
| -100 | -89 | 4 | 100 | -133 | -133 | 41 | 133 |
| -171 | -146 | 9 | 171 | -9 | 78 | 87 | 87 |
| -140 | -123 | 5 | 140 | -45 | 7 | 35 | 45 |
| -67 | -30 | 36 | 67 | -116 | -84 | 21 | 116 |
| -34 | 13 | 31 | 34 | -89 | -89 | 17 | 89 |
| -92 | -72 | 7 | 92 | -88 | -72 | 13 | 88 |
| -42 | 7 | 31 | 42 | -70 | 21 | 26 | 70 |
| -51 | 4 | 21 | 51 | -129 | -120 | 11 | 129 |
| -60 | -24 | 1 | 60 | -110 | -62 | 21 | 110 |
| -123 | -83 | 8 | 123 | -13 | 35 | 100 | 100 |
| -7 | 234 | 236 | 236 | -150 | -118 | 1 | 150 |
| -70 | -63 | 52 | 70 | -35 | 59 | 64 | 64 |
| -9 | 4 | 58 | 58 | -36 | -6 | 32 | 36 |
| -92 | -43 | 7 | 92 | -35 | 29 | 61 | 61 |
| -34 | 11 | 31 | 34 | -187 | -183 | 7 | 187 |
| -81 | -44 | 3 | 81 | -3 | 42 | 100 | 100 |
| -31 | 87 | 132 | 132 | -47 | -9 | 20 | 47 |
| -50 | 67 | 89 | 89 | -63 | -33 | 30 | 63 |
