| min | final | max | max abs |
| -13 | 26 | 84 | 84 |
| 0 | 32 | 70 | 70 |
| -33 | 90 | 92 | 92 |
| -39 | -16 | 34 | 39 |
| -7 | 88 | 110 | 110 |
| -36 | 128 | 134 | 134 |
| -13 | 4 | 50 | 50 |
| -55 | -36 | 10 | 55 |
| -18 | 38 | 44 | 44 |
| -30 | 64 | 92 | 92 |
| -68 | -52 | 14 | 68 |
| -30 | -16 | 33 | 33 |
| -11 | 50 | 85 | 85 |
| -107 | -68 | 23 | 107 |
| -25 | 112 | 132 | 132 |
| -18 | 92 | 138 | 138 |
| -51 | -26 | 7 | 51 |
| -5 | 22 | 55 | 55 |
| -32 | -6 | 33 | 33 |
| -66 | -14 | 28 | 66 |
| -3 | 138 | 140 | 140 |
| -79 | -36 | 23 | 79 |
| -57 | 26 | 30 | 57 |
| -50 | 64 | 69 | 69 |
| -102 | -100 | 68 | 102 |
| -63 | 2 | 50 | 63 |
| -20 | 106 | 107 | 107 |
| -29 | -4 | 17 | 29 |
| -89 | 0 | 11 | 89 |
| -21 | 20 | 42 | 42 |
| -8 | 62 | 69 | 69 |
| -62 | -28 | 21 | 62 |
| -48 | -26 | 13 | 48 |
| -41 | -2 | 34 | 41 |
| -62 | -62 | 5 | 62 |
| -105 | -60 | 29 | 105 |
| -40 | 38 | 54 | 54 |
| -31 | 0 | 70 | 70 |
| -137 | -128 | 3 | 137 |
| -86 | -72 | 11 | 86 |
| 1 | 60 | 95 | 95 |
| -40 | 20 | 51 | 51 |
| -40 | -32 | 40 | 40 |
| -133 | -88 | 7 | 133 |
| -8 | 102 | 115 | 115 |
| -13 | -12 | 48 | 48 |
| -115 | -84 | 11 | 115 |
| -9 | 42 | 95 | 95 |
| -136 | -132 | 36 | 136 |
| -61 | 50 | 51 | 61 |
| -20 | 46 | 61 | 61 |
| -12 | 44 | 67 | 67 |
| -48 | -30 | 55 | 55 |
| -55 | 8 | 19 | 55 |
| -43 | 26 | 56 | 56 |
| -118 | -92 | 42 | 118 |
| -43 | 20 | 39 | 43 |
| -55 | -30 | 30 | 55 |
| -10 | 8 | 36 | 36 |
| -126 | -72 | 7 | 126 |
| -82 | -18 | 8 | 82 |
| -135 | -106 | 5 | 135 |
| -51 | -48 | 14 | 51 |
| -13 | 56 | 112 | 112 |
| -44 | -38 | 55 | 55 |
| -10 | 66 | 87 | 87 |
| -62 | -14 | 22 | 62 |
| -40 | -24 | 21 | 40 |
| -10 | 34 | 96 | 96 |
| -37 | -4 | 47 | 47 |
| -139 | -116 | 11 | 139 |
| -63 | -14 | 10 | 63 |
| -6 | 70 | 124 | 124 |
| -127 | -118 | 19 | 127 |
| -69 | -60 | 24 | 69 |
| -121 | -112 | 16 | 121 |
| -19 | 102 | 117 | 117 |
| -43 | 72 | 102 | 102 |
| -55 | -16 | 2 | 55 |
| -3 | 118 | 139 | 139 |
| -7 | 128 | 130 | 130 |
| -69 | 6 | 14 | 69 |
| -5 | 100 | 115 | 115 |
| -110 | -86 | 7 | 110 |
| -20 | 52 | 71 | 71 |
| -12 | 34 | 61 | 61 |
| 1 | 64 | 131 | 131 |
| -41 | -24 | 18 | 41 |
| -74 | -70 | 7 | 74 |
| -11 | 76 | 95 | 95 |
| -6 | 14 | 84 | 84 |
| -22 | 20 | 61 | 61 |
| -54 | -32 | 66 | 66 |
| -31 | 94 | 108 | 108 |
| 1 | 66 | 113 | 113 |
| -126 | -86 | 11 | 126 |
| -23 | 92 | 121 | 121 |
| -46 | 50 | 52 | 52 |
| -93 | -86 | 13 | 93 |
| -90 | -86 | 34 | 90 |
| -127 | -68 | 3 | 127 |
| -90 | -60 | 12 | 90 |
| -62 | -60 | 17 | 62 |
| -19 | 30 | 51 | 51 |
| -61 | 4 | 39 | 61 |
| -3 | 40 | 75 | 75 |
| -84 | -50 | 23 | 84 |
| -11 | 42 | 54 | 54 |
| -80 | -68 | 1 | 80 |
| -17 | 62 | 82 | 82 |
| -11 | 2 | 73 | 73 |
| -22 | 6 | 62 | 62 |
| -70 | -68 | 38 | 70 |
| -37 | 56 | 71 | 71 |
| -61 | 44 | 62 | 62 |
| -55 | -22 | 21 | 55 |
